Name,Pd,Pf,Prec,F1,G,AUC
deeplearning.csv,8,4,8,8,28,63
ofbiz.csv,7,3,8,8,27,55
node.csv,7,12,2,4,25,43
cloudstack.csv,3,14,1,1,16,26
hive.csv,0,0,0,0,0,31
qpid.csv,0,0,0,0,0,56
hadoop.csv,0,0,0,0,0,50
camel.csv,0,0,0,0,0,48
