Name,Pd,Pf,Prec,F1,G,AUC
camel.csv,42,27,6,11,55,64
hadoop.csv,18,5,14,16,41,74
qpid.csv,17,4,16,16,40,72
deeplearning.csv,35,59,2,5,37,28
cloudstack.csv,11,4,10,11,33,61
ofbiz.csv,1,1,3,1,10,46
hive.csv,0,0,0,0,0,20
node.csv,0,1,0,0,0,35
