Name,Pd,Pf,Prec,F1,G,AUC
deeplearning.csv,77,14,1,3,81,85
cloudstack.csv,72,10,2,4,80,84
node.csv,94,38,0,1,76,89
camel.csv,55,4,3,7,72,92
hadoop.csv,22,0,33,26,47,83
qpid.csv,0,0,0,0,0,87
cocoon.csv,0,0,0,0,0,78
ofbiz.csv,0,1,0,0,0,83
