Name,Pd,Pf,Prec,F1,G,AUC
deeplearning.csv,55,37,5,9,59,62
cloudstack.csv,39,38,3,6,49,52
node.csv,85,78,4,7,43,56
camel.csv,18,6,10,13,41,56
ofbiz.csv,4,1,12,6,20,68
cocoon.csv,2,0,41,4,15,62
hadoop.csv,1,0,42,2,12,68
hive.csv,0,0,5,0,7,52
